,id,name,type,testcf,pd,ft,axl,diam,l,fpc,fyl,fsul,fyt,fsut,dlb,nlb,cc,dsp,s,ar,lrr,srr,alr,sdr,smr
82,336,"Arakawa et al. 1988, No. 19",0,Double Cantilever,Feff provided,2,215.0,275.0,450.0,31.2,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.6111111111111112,0.4726153846153846,0.04446460666511934,0.11601886082562408,0.375,0.8366382664877919
83,337,"Arakawa et al. 1988, No. 20",0,Double Cantilever,Feff provided,0,215.0,275.0,450.0,29.3,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,35.0,0.6111111111111112,0.5032627986348123,0.04588364824754266,0.1235422681829171,0.375,0.6069454007359018
84,338,"Arakawa et al. 1988, No. 21",0,Double Cantilever,Feff provided,0,215.0,275.0,600.0,30.5,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.4583333333333333,0.4834622950819672,0.04497196171006552,0.11868158877899905,0.375,0.7542196317905766
85,339,"Arakawa et al. 1988, No. 22",0,Double Cantilever,Feff provided,2,215.0,275.0,450.0,20.5,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.6111111111111112,0.7192975609756097,0.054854823418473336,0.17657504671997418,0.375,0.8934662803166977
86,340,"Arakawa et al. 1988, No. 23",0,Double Cantilever,Feff provided,1,215.0,275.0,450.0,42.2,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.6111111111111112,0.3494218009478673,0.03823274906702534,0.08577697767202537,0.375,0.7883885378995759
87,341,"Arakawa et al. 1988, No. 24",0,Double Cantilever,Feff provided,2,430.0,275.0,300.0,31.1,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.9166666666666666,0.4741350482315112,0.044536035798177186,0.23278382365012673,0.375,0.9694982511169117
88,342,"Arakawa et al. 1988, No. 25",0,Double Cantilever,Feff provided,2,430.0,275.0,450.0,29.7,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.6111111111111112,0.4964848484848485,0.045573620046697336,0.2437567985023213,0.375,0.8784263309578729
89,343,"Arakawa et al. 1988, No. 26",0,Double Cantilever,Feff provided,0,430.0,275.0,600.0,30.9,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.4583333333333333,0.47720388349514564,0.044679932896220895,0.23429051506533796,0.375,0.798056254749984
90,344,"Arakawa et al. 1988, No. 27",0,Double Cantilever,Feff provided,2,430.0,275.0,450.0,18.9,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.6111111111111112,0.7801904761904762,0.057129556130615544,0.3830463976465049,0.375,0.8848315580592906
91,345,"Arakawa et al. 1988, No. 28",0,Double Cantilever,Feff provided,2,430.0,275.0,450.0,41.3,363.0,0.0,381.0,0,16.0,12.0,20.0,6.0,75.0,0.6111111111111112,0.3570363196125908,0.03864708355242765,0.17529241926195988,0.375,0.8485746846735115
92,346,"Kunnath et al. 1997, A2",0,Cantilever,Shear provided,0,200.0,305.0,1372.0,29.0,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.31473630559082194,0.016927489344431952,0.09439357567840774,0.42105263157894735,0.2453304651331764
93,347,"Kunnath et al. 1997, A3",0,Cantilever,Shear provided,0,200.0,305.0,1372.0,29.0,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.31473630559082194,0.016927489344431952,0.09439357567840774,0.42105263157894735,0.2453304651331764
94,348,"Kunnath et al. 1997, A4",0,Cantilever,Shear provided,0,222.0,305.0,1372.0,35.5,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.2571085313277137,0.015299504704925986,0.08559237186163227,0.42105263157894735,0.24901869589800824
95,349,"Kunnath et al. 1997, A5",0,Cantilever,Shear provided,0,222.0,305.0,1372.0,35.5,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.2571085313277137,0.015299504704925986,0.08559237186163227,0.42105263157894735,0.24901869589800824
96,350,"Kunnath et al. 1997, A6",0,Cantilever,Shear provided,0,222.0,305.0,1372.0,35.5,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.2571085313277137,0.015299504704925986,0.08559237186163227,0.42105263157894735,0.24901869589800824
97,351,"Kunnath et al. 1997, A7",0,Cantilever,Shear provided,0,222.0,305.0,1372.0,32.8,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.2782729531138365,0.015916758473219755,0.09263808539902273,0.42105263157894735,0.25016855631807633
98,352,"Kunnath et al. 1997, A8",0,Cantilever,Shear provided,0,222.0,305.0,1372.0,32.8,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.2782729531138365,0.015916758473219755,0.09263808539902273,0.42105263157894735,0.25016855631807633
99,353,"Kunnath et al. 1997, A9",0,Cantilever,Shear provided,0,222.0,305.0,1372.0,32.5,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.28084162652719497,0.015990051685748824,0.09349320618732139,0.42105263157894735,0.25029382392021876
100,354,"Kunnath et al. 1997, A10",0,Cantilever,Shear provided,0,200.0,305.0,1372.0,27.0,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.3380501060049569,0.01754323439251541,0.10138569239532684,0.42105263157894735,0.2461657413952742
101,355,"Kunnath et al. 1997, A11",0,Cantilever,Shear provided,0,200.0,305.0,1372.0,27.0,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.3380501060049569,0.01754323439251541,0.10138569239532684,0.42105263157894735,0.2461657413952742
102,356,"Kunnath et al. 1997, A12",0,Cantilever,Shear provided,0,200.0,305.0,1372.0,27.0,448.0,690.0,434.0,0,9.5,21.0,14.5,4.0,19.0,0.22230320699708456,0.3380501060049569,0.01754323439251541,0.10138569239532684,0.42105263157894735,0.2461657413952742
103,357,"Benzoni and Priestley 1994, NR1",0,Cantilever,Feff provided,1,503.0,610.0,914.5,30.0,462.0,0.0,361.0,0,12.7,12.0,15.9,6.4,76.2,0.6670311645708037,0.08010317656543939,0.008075145342764501,0.05737162868420558,0.5039370078740159,0.3232615848738929
104,358,"Benzoni and Priestley 1994, NR2",0,Cantilever,Feff provided,1,503.0,610.0,914.5,30.0,462.0,0.0,361.0,0,12.7,24.0,15.9,6.4,127.0,0.6670311645708037,0.16020635313087878,0.008075145342764501,0.05737162868420558,0.5039370078740159,0.50528928547542
105,359,"Hose et al., 1997, SRPH1",0,Cantilever,Feff provided,0,1780.0,610.0,3660.0,41.1,455.0,746.0,414.0,0,22.2,20.0,27.8,9.5,57.0,0.16666666666666666,0.2932552861349178,0.018961827769357006,0.14819332045375327,0.42792792792792794,0.3102844219111448
106,360,"Vu et al. 1998, NH1",0,Double Cantilever,Feff provided,0,1928.0,457.0,910.0,38.3,427.5,0.0,430.2,0,15.9,20.0,24.8,9.5,60.0,0.5021978021978022,0.27022727965150584,0.03779864053703313,0.30689228733303275,0.5974842767295597,0.5551391647093903
107,361,"Vu et al. 1998, NH2",0,Double Cantilever,Feff provided,1,634.0,457.0,910.0,39.2,427.5,0.0,430.2,0,15.9,20.0,24.8,9.5,60.0,0.5021978021978022,0.2640230819044049,0.03736220799209683,0.09860090687555792,0.5974842767295597,0.42686089075829337
108,362,"Vu et al. 1998, NH3",0,Double Cantilever,Feff provided,0,970.0,457.0,910.0,39.4,427.5,0.0,430.2,0,15.9,20.0,24.8,9.5,60.0,0.5021978021978022,0.2626828632145349,0.03726725940660241,0.15009050917693695,0.5974842767295597,0.4727317684915021
109,363,"Vu et al. 1998, NH4",0,Double Cantilever,Feff provided,1,850.0,457.0,910.0,35.0,468.2,0.0,434.4,0,19.0,30.0,26.4,12.7,45.0,0.5021978021978022,0.6936803965681287,0.072488751191777,0.14805688224847185,0.6684210526315789,0.45189277328745153
110,364,"Vu et al. 1998, NH5",0,Double Cantilever,Feff provided,1,490.0,457.0,910.0,35.2,507.5,0.0,448.2,0,15.9,20.0,24.8,9.5,80.0,0.5021978021978022,0.34904805897170593,0.041077658655194416,0.08486549233159398,0.5974842767295597,0.5251420937266751
111,365,"Vu et al. 1998, NH6",0,Double Cantilever,Feff provided,0,1914.0,457.0,910.0,35.0,486.2,0.0,434.4,0,19.0,30.0,26.4,12.7,40.0,0.5021978021978022,0.720349014975276,0.072488751191777,0.3333892619100884,0.6684210526315789,0.467809061090123
112,366,"Kowalsky et al. 1996, FL1",0,Cantilever,Feff provided,0,1780.0,457.0,3656.0,36.6,477.0,0.0,445.0,0,15.9,30.0,30.2,9.5,76.0,0.125,0.47328244604365105,0.04220474291116247,0.2964944957917003,0.5974842767295597,0.33101426738583883
113,367,"Kowalsky et al. 1996, FL2",0,Cantilever,Feff provided,0,1780.0,457.0,3656.0,40.0,477.0,0.0,437.0,0,15.9,30.0,30.2,6.4,51.0,0.125,0.43305343812994074,0.017993099001541182,0.27129246364940574,0.4025157232704403,0.44400309039989794
114,368,"Kowalsky et al. 1996, FL3",0,Cantilever,Feff provided,0,1780.0,457.0,3656.0,38.6,477.0,0.0,445.0,0,15.9,30.0,30.2,9.5,76.0,0.125,0.44876003951289195,0.04109681349472554,0.281132086683322,0.5974842767295597,0.333086854485856
115,369,"Lehman et al. 1998, 415",0,Cantilever,P Ram rotation decreases V,0,653.86,609.6,2438.4,31.0,462.0,630.0,606.8,0,15.9,22.0,22.2,6.4,31.8,0.25,0.2230526023552047,0.013973988027000735,0.07226754112540634,0.4025157232704403,0.2016726676825454
116,370,"Lehman et al. 1998, 815",0,Cantilever,P Ram rotation decreases V,0,653.86,609.6,4876.8,31.0,462.0,630.0,606.8,0,15.9,22.0,22.2,6.4,31.8,0.125,0.2230526023552047,0.013973988027000735,0.07226754112540634,0.4025157232704403,0.11638492492387584
117,371,"Lehman et al. 1998, 1015",0,Cantilever,P Ram rotation decreases V,0,653.86,609.6,6096.0,31.0,462.0,630.0,606.8,0,15.9,22.0,22.2,6.4,31.8,0.1,0.2230526023552047,0.013973988027000735,0.07226754112540634,0.4025157232704403,0.09607068918689102
118,372,"Lehman et al. 1998, 407",0,Cantilever,P Ram rotation decreases V,0,653.86,609.6,2438.4,31.0,462.0,630.0,606.8,0,15.9,11.0,22.2,6.4,31.8,0.25,0.11152630117760234,0.013973988027000735,0.07226754112540634,0.4025157232704403,0.13853691745737104
119,373,"Lehman et al. 1998, 430",0,Cantilever,P Ram rotation decreases V,0,653.86,609.6,2438.4,31.0,462.0,630.0,606.8,0,15.9,44.0,22.2,6.4,31.8,0.25,0.4461052047104094,0.013973988027000735,0.07226754112540634,0.4025157232704403,0.32794416813289423
120,374,"Calderone et al. 2000, 328",0,Cantilever,P Ram rotation decreases V,0,911.84,609.6,1828.8,34.5,441.3,602.0,606.8,0,19.0,28.0,28.6,6.4,25.4,0.33333333333333337,0.3479286155432214,0.013867195322606602,0.09055652456265319,0.3368421052631579,0.32492495651378284
121,375,"Calderone et al. 2000, 828",0,Cantilever,P Ram rotation decreases V,0,911.84,609.6,4876.8,34.5,441.3,602.0,606.8,0,19.0,28.0,28.6,6.4,25.4,0.125,0.3479286155432214,0.013867195322606602,0.09055652456265319,0.3368421052631579,0.15050015473055126
122,376,"Calderone et al. 2000, 1028",0,Cantilever,P Ram rotation decreases V,0,911.84,609.6,6096.0,34.5,441.3,602.0,606.8,0,19.0,28.0,28.6,6.4,25.4,0.1,0.3479286155432214,0.013867195322606602,0.09055652456265319,0.3368421052631579,0.12389635400058191
123,377,"Sritharan et al. 1995, IC1",0,Cantilever,Feff provided,0,400.0,600.0,1800.0,31.4,448.0,739.0,431.0,0,22.2,14.0,30.2,9.5,97.0,0.3333333333333333,0.2734512101910828,0.023840522792553838,0.04505447787456343,0.42792792792792794,0.38866964389491526
124,378,"Sritharan et al. 1995, B105IC2",0,Cantilever,Feff provided,0,400.0,600.0,1800.0,34.6,448.0,739.0,431.0,0,22.2,14.0,30.2,9.5,97.0,0.3333333333333333,0.24816092485549132,0.022711329039042178,0.04088758974743618,0.42792792792792794,0.3820640293913762
125,379,"Sritharan et al. 1995, IC3",0,Cantilever,Feff provided,0,400.0,600.0,1800.0,33.0,461.0,775.0,434.0,0,22.2,14.0,30.2,9.5,64.0,0.3333333333333333,0.2677432121212121,0.023417260552461336,0.042870018341251266,0.42792792792792794,0.30754770378257545
126,380,"Saatcioglu and Baingo 1999, RC1",0,Cantilever,P Ram rotation decreases V,0,1000.0,250.0,1645.0,65.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,0.1519756838905775,0.21122756923076924,0.1410575325391368,0.3134128110117324,0.46875,0.15747541776040638
127,381,"Saatcioglu and Baingo 1999, RC2",0,Cantilever,P Ram rotation decreases V,0,1000.0,250.0,1645.0,65.0,419.0,0.0,420.0,0,16.0,8.0,15.6,11.3,50.0,0.1519756838905775,0.21122756923076924,0.13894882024505303,0.3134128110117324,0.70625,0.1640196370836531
128,382,"Saatcioglu and Baingo 1999, RC3",0,Cantilever,P Ram rotation decreases V,0,1850.0,250.0,1645.0,90.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,0.1519756838905775,0.15255324444444443,0.11987585182605129,0.4187543391573424,0.46875,0.21354721157540185
129,383,"Saatcioglu and Baingo 1999, RC4",0,Cantilever,P Ram rotation decreases V,0,1850.0,250.0,1645.0,90.0,419.0,0.0,580.0,0,16.0,8.0,14.0,8.0,50.0,0.1519756838905775,0.15255324444444443,0.07939273513070519,0.4187543391573424,0.5,0.29428883866640093
130,384,"Saatcioglu and Baingo 1999, RC6",0,Cantilever,P Ram rotation decreases V,0,1850.0,250.0,1645.0,90.0,419.0,0.0,420.0,0,16.0,8.0,15.6,11.3,100.0,0.1519756838905775,0.15255324444444443,0.11808379097003693,0.4187543391573424,0.70625,0.3695593849924295
131,385,"Saatcioglu and Baingo 1999, RC7",0,Cantilever,P Ram rotation decreases V,0,925.0,250.0,1645.0,90.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,0.1519756838905775,0.15255324444444443,0.11987585182605129,0.2093771695786712,0.46875,0.1605910078561415
132,386,"Saatcioglu and Baingo 1999, RC8",0,Cantilever,P Ram rotation decreases V,0,1850.0,250.0,1645.0,90.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,0.1519756838905775,0.15255324444444443,0.11987585182605129,0.4187543391573424,0.46875,0.21354721157540185
133,387,"Saatcioglu and Baingo 1999, RC9",0,Cantilever,P Ram rotation decreases V,0,1850.0,250.0,1645.0,90.0,419.0,0.0,420.0,0,16.0,8.0,13.8,11.3,50.0,0.1519756838905775,0.15255324444444443,0.11429187481352472,0.4187543391573424,0.70625,0.22188540398626258
134,388,"Nelson and Price 2000, Col1",0,Cantilever,P Ram rotation decreases V,0,1450.0,508.0,1524.0,56.2,455.0,723.5,455.0,0,16.0,10.0,21.3,4.5,102.0,0.3333333333333333,0.08031332788644224,0.0056743420101622736,0.12729588968040384,0.28125,0.5827987706700913
135,389,"Nelson and Price 2000, Col2",0,Cantilever,P Ram rotation decreases V,0,1243.0,508.0,1524.0,56.3,455.0,723.5,455.0,0,16.0,10.0,21.3,4.5,102.0,0.3333333333333333,0.08017067543904181,0.005669300390321738,0.10892947935380778,0.28125,0.5505734542028798
136,390,"Nelson and Price 2000, Col3",0,Cantilever,P Ram rotation decreases V,0,1139.0,508.0,1524.0,57.0,455.0,723.5,455.0,0,16.0,10.0,21.3,4.5,102.0,0.3333333333333333,0.07918612328452727,0.005634381357958732,0.0985897039448769,0.28125,0.5315821634156231
137,391,"Nelson and Price 2000, Col4",0,Cantilever,P Ram rotation decreases V,0,1139.0,508.0,1524.0,52.7,455.0,723.5,455.0,0,16.0,10.0,21.3,4.5,102.0,0.3333333333333333,0.08564723011798964,0.005859740163906724,0.10663402513962017,0.28125,0.5410096357620993
138,392,"Henry 1998, 415p",0,Cantilever,P Ram rotation decreases V,0,1308.0,609.6,2438.4,37.2,462.0,0.0,606.8,0,15.9,22.0,22.2,6.4,31.8,0.25,0.18587716862933723,0.012756447434492352,0.12047169092266373,0.4025157232704403,0.2502866200044551
139,393,"Henry 1998, 415s",0,Cantilever,P Ram rotation decreases V,0,654.0,609.6,2438.4,37.2,462.0,0.0,606.8,0,15.9,22.0,22.2,6.4,63.5,0.25,0.18587716862933723,0.012756447434492352,0.060235845461331865,0.4025157232704403,0.31029294498805826
140,394,"Chai, Priestley, and Seible 1991, Test 3",0,Cantilever,P Ram rotation decreases V,0,1779.0,609.6,3657.0,32.6,315.1,497.8,351.6,0,19.0,26.0,20.0,6.4,127.0,0.16669401148482363,0.24413016031638746,0.007774277759973079,0.18697285086660614,0.3368421052631579,0.6252610767311799
141,395,"Soderstrom 2001,C1",0,Cantilever,Shear provided,0,0.0,419.0,1968.5,60.6,429.5,717.0,413.7,0,22.2,8.0,55.6,9.5,50.8,0.2128524257048514,0.15916898027770773,0.050624318333324626,0.0,0.42792792792792794,0.12363297203526878
142,396,"Soderstrom 2001,C2",0,Cantilever,Shear provided,0,0.0,419.0,1968.5,62.6,429.5,717.0,413.7,0,22.2,8.0,55.6,9.5,50.8,0.2128524257048514,0.15408370934231772,0.04980905863549563,0.0,0.42792792792792794,0.12324758904785041
143,397,"Soderstrom 2001,C3",0,Cantilever,Shear provided,0,0.0,419.0,1968.5,69.6,429.5,717.0,413.7,0,22.2,8.0,55.8,10.0,50.8,0.2128524257048514,0.1385867845521421,0.0524775045263101,0.0,0.45045045045045046,0.1122823714346669
144,398,"Soderstrom 2001,C4",0,Cantilever,Shear provided,0,987.5,419.0,1968.5,69.6,429.5,717.0,413.7,0,22.2,8.0,55.8,10.0,50.8,0.2128524257048514,0.1385867845521421,0.0524775045263101,0.10289871169856125,0.45045045045045046,0.22789844846855242
145,399,"Graff, 2001,C5",0,Cantilever,Shear provided,0,987.5,419.0,1968.5,69.6,491.6,820.5,413.7,0,22.2,8.0,55.8,10.0,50.8,0.2128524257048514,0.15862459437912235,0.0524775045263101,0.10289871169856125,0.45045045045045046,0.24194885702609345
146,400,"Graff, 2001,C6",0,Cantilever,Shear provided,0,987.5,419.0,1968.5,69.6,506.0,710.2,413.7,0,22.2,8.0,55.8,10.0,50.8,0.2128524257048514,0.163271043034654,0.0524775045263101,0.10289871169856125,0.45045045045045046,0.2452069227785667
147,401,"Graff, 2001,C7",0,Cantilever,Shear provided,0,987.5,419.0,1968.5,69.6,506.0,710.2,413.7,0,22.2,8.0,55.8,10.0,50.8,0.2128524257048514,0.163271043034654,0.0524775045263101,0.10289871169856125,0.45045045045045046,0.2452069227785667
148,402,"Graff, 2001,C8",0,Cantilever,Shear provided,0,987.5,419.0,1968.5,69.6,491.6,820.5,413.7,0,22.2,8.0,55.8,10.0,50.8,0.2128524257048514,0.15862459437912235,0.0524775045263101,0.10289871169856125,0.45045045045045046,0.24194885702609345
149,403,"Kowalsky and Moyer, 2001, 1",0,Cantilever,Feff provided,0,231.3,457.2,2438.4,32.7,565.4,696.4,434.4,0,19.0,12.0,12.7,9.5,76.2,0.1875,0.358330731385667,0.03677035940602731,0.04308494623150069,0.5,0.2388509801140561
150,404,"Kowalsky and Moyer, 2001, 2",0,Cantilever,Feff provided,0,231.3,457.2,2438.4,34.2,565.4,696.4,434.4,0,19.0,12.0,12.7,9.5,76.2,0.1875,0.34261447123717287,0.035954950744010096,0.04119525560731206,0.5,0.23801365061227361
151,405,"Kowalsky and Moyer, 2001, 3",0,Cantilever,Feff provided,0,231.3,457.2,2438.4,31.7,565.4,696.4,434.4,0,19.0,12.0,12.7,9.5,76.2,0.1875,0.3696345399467291,0.03734583035300342,0.04444409280031775,0.5,0.23941731985996798
152,406,"Kowalsky and Moyer, 2001, 4",0,Cantilever,Feff provided,0,231.3,457.2,2438.4,33.9,565.4,696.4,434.4,0,19.0,12.0,12.7,9.5,76.2,0.1875,0.3456464577082983,0.03611369302026243,0.041559815391447576,0.5,0.2381799421496389
153,407,"Coffman et al. 1993, Column 1",0,Cantilever,P Ram rotation decreases V,0,700.0,457.2,2863.9,22.0,379.0,0.0,379.0,0,19.0,9.0,38.1,9.5,305.0,0.15964244561611787,0.26776499260069225,0.05023716564893164,0.19380859553493118,0.5,0.46393979828146564
154,408,"Hamilton, 2002, UCI1",0,Cantilever,Feff provided,0,0.0,406.4,1854.2,36.5,458.5,646.0,691.5,0,12.7,12.0,15.0,4.5,31.8,0.2191780821917808,0.14720676369863014,0.016359557414787673,0.0,0.35433070866141736,0.10870491328975593
155,409,"Hamilton, 2002, UCI2",0,Cantilever,Feff provided,0,0.0,406.4,1854.2,36.5,458.5,646.0,691.5,0,12.7,12.0,15.0,4.5,31.8,0.2191780821917808,0.14720676369863014,0.016359557414787673,0.0,0.35433070866141736,0.10870491328975593
156,410,"Hamilton, 2002, UCI3",0,Cantilever,Feff provided,1,0.0,406.4,1047.8,34.7,458.5,646.0,691.5,0,12.7,14.0,10.4,4.5,171.4,0.38786027867913725,0.1806499909942363,0.015987421466161156,0.0,0.35433070866141736,0.41110931335468043
157,411,"Hamilton, 2002, UCI4",0,Cantilever,Feff provided,1,0.0,406.4,1047.8,34.7,458.5,646.0,691.5,0,12.7,14.0,10.4,4.5,171.4,0.38786027867913725,0.1806499909942363,0.015987421466161156,0.0,0.35433070866141736,0.41110931335468043
158,412,"Hamilton, 2002, UCI5",0,Cantilever,Feff provided,1,0.0,406.4,1047.8,35.4,458.5,646.0,691.5,0,12.7,12.0,10.4,4.5,63.5,0.38786027867913725,0.15178098516949154,0.01582856450893855,0.0,0.35433070866141736,0.243058963627258
159,413,"Hamilton, 2002, UCI6",0,Cantilever,Feff provided,0,0.0,406.4,1854.2,35.6,458.5,646.0,691.5,0,12.7,12.0,15.0,4.5,31.8,0.2191780821917808,0.15092828300561797,0.016565058864431697,0.0,0.35433070866141736,0.10902142928189804
160,414,"McDaniel, 1997, S1",0,Cantilever,Shear provided,2,18.8,609.6,1219.2,29.8,454.0,729.6,200.0,0,15.9,20.0,18.6,4.9,101.6,0.5,0.2072878831160347,0.002684817522007872,0.002161532586347159,0.30817610062893086,0.5353114254661003
161,415,"McDaniel, 1997, S1-2",0,Cantilever,Shear provided,2,18.8,609.6,1219.2,26.8,454.0,729.6,200.0,0,15.9,20.0,18.6,4.9,101.6,0.5,0.23049175062902363,0.002831101947591023,0.002403495189296468,0.30817610062893086,0.5610337396339302
162,416,"McDaniel, 1997, S2",0,Cantilever,Shear provided,2,18.8,609.6,1219.2,31.2,437.6,688.0,200.0,0,15.9,20.0,18.6,4.9,101.6,0.5,0.1908345683678547,0.0026238899042794164,0.0020645407395238893,0.30817610062893086,0.505927609680524
